Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ig.xml	93433	-	0	0	0	0	0	0	28	87	0	0	0	0	1	0	0	2	0	0	387	16	0	0	0	17	0	16
input/examples/address-example0.xml	990	16	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	4	0	0	1	0	0	0
input/examples/address-example1.xml	408	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
input/examples/address-example2.xml	571	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0
input/examples/address-example3.xml	2522	9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0
input/examples/allergyintolerance-example0.xml	1354	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
input/examples/allergyintolerance-example1.xml	1920	8	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	1	0	0	8	4	0	0	0	0	0	0
input/examples/allergyintolerance-example2.xml	2135	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0
input/examples/allergyintolerance-example3.xml	1116	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
input/examples/bodystructure-example0.xml	815	4	0	0	0	0	0	0	1	432	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0
input/examples/bodystructure-example1.xml	738	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
input/examples/bundle-example0.xml	65560	73	52	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	89	18	0	0	0	0	0	1
input/examples/composition-different-authors.xml	2378	7	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
input/examples/composition-example0.xml	1383	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0
input/examples/composition-multiple-information-recipients.xml	1735	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
input/examples/condition-example0.xml	1022	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
input/examples/coverage-dva.xml	1587	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
input/examples/coverage-private.xml	1515	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
input/examples/device-example1.xml	1491	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
input/examples/encounter-example0.xml	661	4	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
input/examples/encounter-example1.xml	2572	5	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0
input/examples/endpoint-example0.xml	4803	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	4	0	0	0	0	0	0
input/examples/endpoint-example1.xml	2786	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
input/examples/healthcareservice-example0.xml	2296	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
input/examples/healthcareservice-example1.xml	2825	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
input/examples/healthcareservice-example2.xml	896	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0
input/examples/healthcareservice-example3.xml	4417	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0
input/examples/healthcareservice-example4.xml	3123	8	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0
input/examples/healthcareservice-example5.xml	1552	5	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0
input/examples/immunization-example0.xml	1176	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
input/examples/immunization-example1.xml	639	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0
input/examples/immunization-example2.xml	1728	5	0	0	0	0	0	0	1	734	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
input/examples/immunization-example3.xml	2662	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	1
input/examples/list-example0.xml	1534	5	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
input/examples/list-example1.xml	991	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
input/examples/list-example2.xml	17575	20	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	24	7	0	0	0	0	0	0
