URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/medication-statement-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1120",Medication usage category codes,Medication usage category codes,"Medication Status Codes","ValueSet/medication-statement-category"
http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function,1.0.1,active,"2.16.840.1.113883.4.642.1.1319",MedicationDispensePerformerFunctionCodes,MedicationDispense Performer Function Codes,"MedicationDispense Performer Function Codes","ValueSet/medicationdispense-performer-function"
http://terminology.hl7.org/CodeSystem/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1313",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status"
http://terminology.hl7.org/CodeSystem/medicationrequest-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1323",MedicationRequestCategoryCodes,MedicationRequest Category Codes,"MedicationRequest Category Codes","ValueSet/medicationrequest-category"
http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,1.0.1,active,"2.16.840.1.113883.4.642.1.1327",MedicationRequestCourseOfTherapyCodes,MedicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","ValueSet/medicationrequest-course-of-therapy"
http://terminology.hl7.org/CodeSystem/medicationrequest-status-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1325",MedicationRequestStatusReasonCodes,MedicationRequest Status Reason Codes,"MedicationRequest Status Reason Codes","ValueSet/medicationrequest-status-reason"
http://terminology.hl7.org/CodeSystem/observation-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/program,1.0.1,active,"2.16.840.1.113883.4.642.1.1384",Program,Program,"This value set defines an example set of codes that could be can be used to classify groupings of service-types/specialties.","ValueSet/program"
http://terminology.hl7.org/CodeSystem/reason-medication-given,1.0.1,active,"2.16.840.1.113883.4.642.1.1110",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","ValueSet/reason-medication-given-codes"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/service-category,1.1.1,active,"2.16.840.1.113883.4.642.1.1144",ServiceCategory,Service category,"This value set defines an example set of codes that can be used to classify groupings of service-types/specialties.","ValueSet/service-category"
http://terminology.hl7.org/CodeSystem/service-referral-method,1.0.1,active,"2.16.840.1.113883.4.642.1.1142",ReferralMethod,ReferralMethod,"The methods of referral can be used when referring to a specific HealthCareService resource.","ValueSet/service-referral-method"
http://terminology.hl7.org/CodeSystem/subscriber-relationship,1.0.1,active,"2.16.840.1.113883.4.642.1.1386",SubscriberRelationshipCodes,SubscriberPolicyholder Relationship Codes,"This value set includes codes for the relationship between the Subscriber and the Beneficiary (insured/covered party/patient).","ValueSet/subscriber-relationship"
http://terminology.hl7.org/CodeSystem/substance-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1138",SubstanceCategoryCodes,Substance Category Codes,"Substance category codes","ValueSet/substance-category"
http://terminology.hl7.org/CodeSystem/v2-0074,3.0.0,active,"2.16.840.1.113883.18.29",DiagnosticServiceSectionId,diagnosticServiceSectionId,"HL7-defined code system of concepts which specify a section of a diagnostic service where the observation may be performed.  Used in HL7 Version 2.x messaging in the OBR and OM4 segments.","ValueSet/diagnostic-service-sections,ValueSet/pathology-diagnostic-service-category-1"
http://terminology.hl7.org/CodeSystem/v2-0092,3.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0116,3.0.0,active,"2.16.840.1.113883.18.47",BedStatus,bedStatus,"Code system of concepts which specify the state of a bed in an inpatient setting, and is used to determine if a patient may be assigned to it or not.  Used in HL7 Version 2.x messaging in the DLD and PV1 segments.","ValueSet/v2-0116"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type,ValueSet/au-v2-0203-extended,ValueSet/order-identifier-type,ValueSet/accession-number-type"
http://terminology.hl7.org/CodeSystem/v2-0371,3.0.0,active,"2.16.840.1.113883.18.229",AdditivePreservative,additivePreservative,"HL7-defined code system of concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in HL7 Version 2.x messaging in the SPM and SAC segments.","ValueSet/v2-0371"
http://terminology.hl7.org/CodeSystem/v2-0373,3.0.0,active,"2.16.840.1.113883.18.231",Treatment,treatment,"Code system of concepts that identify the specimen treatment performed during lab processing.  Used in the Interaction Specimen Container Detail (SAC) segment in HL7 Version 2.x messaging.","ValueSet/specimen-processing-procedure"
http://terminology.hl7.org/CodeSystem/v2-0443,3.0.0,active,"2.16.840.1.113883.18.283",ProviderRole,providerRole,"Code system of concepts specifying the functional involvement with the activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).  Used in HL7 Version 2.x messaging in the ROL segment.","ValueSet/au-v2-0443-extended"
http://terminology.hl7.org/CodeSystem/v2-0493,3.0.0,active,"2.16.840.1.113883.18.317",SpecimenCondition,specimenCondition,"Code system of concepts specifying a mode or state of being that describes the nature of the specimen.  Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/v2-0493"
http://terminology.hl7.org/CodeSystem/v2-0916,3.0.0,active,"2.16.840.1.113883.18.422",RelevantClincialInformation,relevantClincialInformation,"Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.","ValueSet/v2-0916"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActPharmacySupplyType,ValueSet/v3-ActCode,ValueSet/v3-GTIN,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,4.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-Confidentiality,4.0.0,active,"2.16.840.1.113883.5.25",Confidentiality,Confidentiality,"A set of codes specifying the security classification of acts and roles in accordance with the definition for concept domain ""Confidentiality"".","ValueSet/v3-ConfidentialityClassification"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,4.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,4.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status,ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,6.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/v3-ServiceDeliveryLocationRoleType"
http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,4.0.0,active,"2.16.840.1.113883.5.1070",SubstanceAdminSubstitution,Substance Admin Substitution,"Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.","ValueSet/v3-ActSubstanceAdminSubstitutionCode"
http://terminology.hl7.org/fhir/CodeSystem/medicationdispense-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1315",MedicationDispense Category Codes,Medication dispense  category  codes,"MedicationDispense Category Codes","ValueSet/medicationdispense-category"
http://terminology.hl7.org/fhir/CodeSystem/medicationdispense-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.4.1317",MedicationDispense Status Reason Codes,Medication dispense  status  reason  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status-reason"
http://www.mims.com.au/codes,6.0.1-ci-build,active,"1.2.36.1.2001.1005.11.1",MIMS,Monthly Index of Medical Specialties (MIMS),"This CodeSystem resource represents the Monthly Index of Medical Specialties (MIMS) code system published by MIMS Australia. The intended use of MIMS data is to fully specify the product as a combination of product code, form code, and pack code. For example, when providing a MIMS Code within a Clinical Document Architecture (CDA) document, the MIMS code will be a minimum of 5 digits (in most cases, will be 8 digits).This is not the canonical publication of this code system nor it is intended to be publication on behalf of the MIMS Australia. For the complete content of the code system contact the publisher.","ValueSet/mims"
https://healthterminologies.gov.au/fhir/CodeSystem/australian-indigenous-status-1,1.0.5,active,"1.2.36.1.2001.1004.200.10012",AustralianIndigenousStatus,Australian Indigenous Status,"The Australian Indigenous Status code system defines concepts to support the representation of a person's indigenous status. That is, whether a person identifies as being of Aboriginal or Torres Strait Islander origin, as represented by a code. The concepts defined in this code system are equivalent to those defined in the value domain for the METEOR data element Person—Indigenous status, code N (https://meteor.aihw.gov.au/content/602543)","ValueSet/australian-indigenous-status-1"
https://healthterminologies.gov.au/fhir/CodeSystem/australian-states-territories-1,1.1.3,active,"1.2.36.1.2001.1004.200.10013",AustralianStatesAndTerritories,Australian States and Territories,"The Australian States and Territories code system defines concepts that represent the Australian states and territories.","ValueSet/au-jurisdiction-extended,ValueSet/australian-states-territories-2"
https://healthterminologies.gov.au/fhir/CodeSystem/australian-veteran-status-1,1.0.0,active,"1.2.36.1.2001.1004.200.10036",AustralianVeteranStatus,Australian Veteran Status,"The Australian Veteran Status code system defines concepts to support the representation of a person's veteran status in the Australian Defence Force. The concepts in  this code system are equivalent to those defined in the METeOR value domains for Person-ADF veteran status, code N for https://meteor.aihw.gov.au/content/index.phtml/itemId/737931 and https://meteor.aihw.gov.au/content/index.phtml/itemId/743004.","ValueSet/australian-veteran-status-1"
https://healthterminologies.gov.au/fhir/CodeSystem/concurrent-supply-grounds-1,1.0.3,active,"1.2.36.1.2001.1001.101.104.16085",ConcurrentSupplyGrounds,Concurrent Supply Grounds,"The Concurrent Supply Grounds code system defines concepts for the grounds that authorise a subsidy for the concurrent supply of an item specified in a prescription and all of its repeats.","ValueSet/concurrent-supply-grounds-1"
https://healthterminologies.gov.au/fhir/CodeSystem/date-accuracy-indicator-1,1.0.3,active,"1.2.36.1.2001.1004.200.10014",DateAccuracyIndicator,Date Accuracy Indicator,"The Date Accuracy Indicator code system defines concepts that indicate the accuracy of components of a reported date. The concepts defined in this code system are equivalent to those defined in the METeOR value domains for Date—accuracy indicator, code AAA (http://meteor.aihw.gov.au/content/index.phtml/itemId/294429).","ValueSet/date-accuracy-indicator-1"
https://healthterminologies.gov.au/fhir/CodeSystem/ihi-record-status-1,1.0.3,active,"1.2.36.1.2001.1004.200.10016",IndividualHealthcareIdentifierRecordStatus,Individual Healthcare Identifier Record Status,"The Individual Healthcare Identifier Record Status code system defines concepts that may be used to describe the classification status of a record of an Individual Healthcare Identifier.","ValueSet/ihi-record-status-1"
https://healthterminologies.gov.au/fhir/CodeSystem/ihi-status-1,1.0.3,active,"1.2.36.1.2001.1004.200.10015",IndividualHealthcareIdentifierStatus,Individual Healthcare Identifier Status,"The Individual Healthcare Identifier Status code system defines concepts that may be used to describe the classification status of an Individual Healthcare Identifier.","ValueSet/ihi-status-1"
https://www.humanservices.gov.au/organisations/health-professionals/enablers/air-vaccine-code-formats,20210222,active,"1.2.36.1.2001.1005.17",AustralianImmunisationRegisterVaccine,Australian Immunisation Register Vaccine,"The Australian Immunisation Register Vaccine code system defines the vaccine codes available for recording of vaccine administration on the Australian Immunisation Register, and may be used for online claiming and reimbursement for vaccine administration through Medicare.","ValueSet/australian-immunisation-register-vaccine-1"
https://www.iana.org/time-zones,20210124,active,,IANA_Timezones,IANA Timezones,"Codes defined at https://www.iana.org/time-zones","ValueSet/au-timezone"
urn:ietf:bcp:47,2.0.1,active,,Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/common-languages-australia-2"
